PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Embarked,Title
634,0,First class,Parr William Henry Marsh,male,29.5,0,0,0.0,Southampton,Mr
635,0,Third class,Skoog Mabel,female,9.0,3,2,27.9,Southampton,Miss
636,1,Second class,Davis Mary,female,28.0,0,0,13.0,Southampton,Miss
637,0,Third class,Leinonen Antti Gustaf,male,32.0,0,0,7.92,Southampton,Mr
638,0,Second class,Collyer Harvey,male,31.0,1,1,26.25,Southampton,Mr
639,0,Third class,Panula Juha (Maria Emilia Ojala),female,41.0,0,5,39.69,Southampton,Mrs
640,0,Third class,Thorneycroft Percival,male,29.5,1,0,16.1,Southampton,Mr
641,0,Third class,Jensen Hans Peder,male,20.0,0,0,7.85,Southampton,Mr
642,1,First class,Sagesser Emma,female,24.0,0,0,69.3,Cherbourg,Mlle
643,0,Third class,Skoog Margit Elizabeth,female,2.0,3,2,27.9,Southampton,Miss
644,1,Third class,Foo Choong,male,29.5,0,0,56.5,Southampton,Mr
645,1,Third class,Baclini Eugenie,female,0.75,2,1,19.26,Cherbourg,Miss
646,1,First class,Harper Henry Sleeper,male,48.0,1,0,76.73,Cherbourg,Mr
647,0,Third class,Cor Liudevit,male,19.0,0,0,7.9,Southampton,Mr
648,1,First class,Simonius-Blumer Oberst Alfons,male,56.0,0,0,35.5,Cherbourg,Col
649,0,Third class,Willey Edward,male,29.5,0,0,7.55,Southampton,Mr
650,1,Third class,Stanley Amy Zillah Elsie,female,23.0,0,0,7.55,Southampton,Miss
651,0,Third class,Mitkoff Mito,male,29.5,0,0,7.9,Southampton,Mr
652,1,Second class,Doling Elsie,female,18.0,0,1,23.0,Southampton,Miss
653,0,Third class,Kalvik Johannes Halvorsen,male,21.0,0,0,8.43,Southampton,Mr
654,1,Third class,"O'Leary Hanora ""Norah""",female,29.5,0,0,7.83,Queenstown,Miss
655,0,Third class,"Hegarty Hanora ""Nora""",female,18.0,0,0,6.75,Queenstown,Miss
656,0,Second class,Hickman Leonard Mark,male,24.0,2,0,73.5,Southampton,Mr
657,0,Third class,Radeff Alexander,male,29.5,0,0,7.9,Southampton,Mr
658,0,Third class,Bourke John (Catherine),female,32.0,1,1,15.5,Queenstown,Mrs
659,0,Second class,Eitemiller George Floyd,male,23.0,0,0,13.0,Southampton,Mr
660,0,First class,Newell Arthur Webster,male,58.0,0,2,113.28,Cherbourg,Mr
661,1,First class,Frauenthal Henry William,male,50.0,2,0,133.65,Southampton,Dr
662,0,Third class,Badt Mohamed,male,40.0,0,0,7.22,Cherbourg,Mr
663,0,First class,Colley Edward Pomeroy,male,47.0,0,0,25.59,Southampton,Mr
664,0,Third class,Coleff Peju,male,36.0,0,0,7.5,Southampton,Mr
665,1,Third class,Lindqvist Eino William,male,20.0,1,0,7.92,Southampton,Mr
666,0,Second class,Hickman Lewis,male,32.0,2,0,73.5,Southampton,Mr
667,0,Second class,Butler Reginald Fenton,male,25.0,0,0,13.0,Southampton,Mr
668,0,Third class,Rommetvedt Knud Paust,male,29.5,0,0,7.78,Southampton,Mr
669,0,Third class,Cook Jacob,male,43.0,0,0,8.05,Southampton,Mr
670,1,First class,Taylor Elmer Zebley (Juliet Cummins Wright),female,29.5,1,0,52.0,Southampton,Mrs
671,1,Second class,Brown Thomas William Solomon (Elizabeth Catherine Ford),female,40.0,1,1,39.0,Southampton,Mrs
672,0,First class,Davidson Thornton,male,31.0,1,0,52.0,Southampton,Mr
673,0,Second class,Mitchell Henry Michael,male,70.0,0,0,10.5,Southampton,Mr
674,1,Second class,Wilhelms Charles,male,31.0,0,0,13.0,Southampton,Mr
675,0,Second class,Watson Ennis Hastings,male,29.5,0,0,0.0,Southampton,Mr
676,0,Third class,Edvardsson Gustaf Hjalmar,male,18.0,0,0,7.78,Southampton,Mr
677,0,Third class,Sawyer Frederick Charles,male,24.5,0,0,8.05,Southampton,Mr
678,1,Third class,Turja Anna Sofia,female,18.0,0,0,9.84,Southampton,Miss
679,0,Third class,Goodwin Frederick (Augusta Tyler),female,43.0,1,6,46.9,Southampton,Mrs
680,1,First class,Cardeza Thomas Drake Martinez,male,36.0,0,1,512.33,Cherbourg,Mr
681,0,Third class,Peters Katie,female,29.5,0,0,8.14,Queenstown,Miss
682,1,First class,Hassab Hammad,male,27.0,0,0,76.73,Cherbourg,Mr
683,0,Third class,Olsvigen Thor Anderson,male,20.0,0,0,9.22,Southampton,Mr
684,0,Third class,Goodwin Charles Edward,male,14.0,5,2,46.9,Southampton,Mr
685,0,Second class,Brown Thomas William Solomon,male,60.0,1,1,39.0,Southampton,Mr
686,0,Second class,Laroche Joseph Philippe Lemercier,male,25.0,1,2,41.58,Cherbourg,Mr
687,0,Third class,Panula Jaako Arnold,male,14.0,4,1,39.69,Southampton,Mr
688,0,Third class,Dakic Branko,male,19.0,0,0,10.17,Southampton,Mr
689,0,Third class,Fischer Eberhard Thelander,male,18.0,0,0,7.8,Southampton,Mr
690,1,First class,Madill Georgette Alexandra,female,15.0,0,1,211.34,Southampton,Miss
691,1,First class,Dick Albert Adrian,male,31.0,1,0,57.0,Southampton,Mr
692,1,Third class,Karun Manca,female,4.0,0,1,13.42,Cherbourg,Miss
693,1,Third class,Lam Ali,male,29.5,0,0,56.5,Southampton,Mr
694,0,Third class,Saad Khalil,male,25.0,0,0,7.22,Cherbourg,Mr
695,0,First class,Weir John,male,60.0,0,0,26.55,Southampton,Col
696,0,Second class,Chapman Charles Henry,male,52.0,0,0,13.5,Southampton,Mr
697,0,Third class,Kelly James,male,44.0,0,0,8.05,Southampton,Mr
698,1,Third class,"Mullens Katherine ""Katie""",female,29.5,0,0,7.73,Queenstown,Miss
699,0,First class,Thayer John Borland,male,49.0,1,1,110.88,Cherbourg,Mr
700,0,Third class,Humblen Adolf Mathias Nicolai Olsen,male,42.0,0,0,7.65,Southampton,Mr
701,1,First class,Astor John Jacob (Madeleine Talmadge Force),female,18.0,1,0,227.52,Cherbourg,Mrs
702,1,First class,Silverthorne Spencer Victor,male,35.0,0,0,26.29,Southampton,Mr
703,0,Third class,Barbara Saiide,female,18.0,0,1,14.45,Cherbourg,Miss
704,0,Third class,Gallagher Martin,male,25.0,0,0,7.74,Queenstown,Mr
705,0,Third class,Hansen Henrik Juul,male,26.0,1,0,7.85,Southampton,Mr
706,0,Second class,"Morley Henry Samuel (""Mr Henry Marshall"")",male,39.0,0,0,26.0,Southampton,Mr
707,1,Second class,"Kelly Florence ""Fannie""",female,45.0,0,0,13.5,Southampton,Mrs
708,1,First class,Calderhead Edward Pennington,male,42.0,0,0,26.29,Southampton,Mr
709,1,First class,Cleaver Alice,female,22.0,0,0,151.55,Southampton,Miss
710,1,Third class,"Moubarek Halim Gonios (""William George"")",male,29.5,1,1,15.25,Cherbourg,Master
711,1,First class,"Mayne Berthe Antonine (""Mrs de Villiers"")",female,24.0,0,0,49.5,Cherbourg,Mlle
712,0,First class,Klaber Herman,male,29.5,0,0,26.55,Southampton,Mr
713,1,First class,Taylor Elmer Zebley,male,48.0,1,0,52.0,Southampton,Mr
714,0,Third class,Larsson August Viktor,male,29.0,0,0,9.48,Southampton,Mr
715,0,Second class,Greenberg Samuel,male,52.0,0,0,13.0,Southampton,Mr
716,0,Third class,Soholt Peter Andreas Lauritz Andersen,male,19.0,0,0,7.65,Southampton,Mr
717,1,First class,Endres Caroline Louise,female,38.0,0,0,227.52,Cherbourg,Miss
718,1,Second class,"Troutt Edwina Celia ""Winnie""",female,27.0,0,0,10.5,Southampton,Miss
719,0,Third class,McEvoy Michael,male,29.5,0,0,15.5,Queenstown,Mr
720,0,Third class,Johnson Malkolm Joackim,male,33.0,0,0,7.78,Southampton,Mr
721,1,Second class,"Harper Annie Jessie ""Nina""",female,6.0,0,1,33.0,Southampton,Miss
722,0,Third class,Jensen Svend Lauritz,male,17.0,1,0,7.05,Southampton,Mr
723,0,Second class,Gillespie William Henry,male,34.0,0,0,13.0,Southampton,Mr
724,0,Second class,Hodges Henry Price,male,50.0,0,0,13.0,Southampton,Mr
725,1,First class,Chambers Norman Campbell,male,27.0,1,0,53.1,Southampton,Mr
726,0,Third class,Oreskovic Luka,male,20.0,0,0,8.66,Southampton,Mr
727,1,Second class,Renouf Peter Henry (Lillian Jefferys),female,30.0,3,0,21.0,Southampton,Mrs
728,1,Third class,Mannion Margareth,female,29.5,0,0,7.74,Queenstown,Miss
729,0,Second class,Bryhl Kurt Arnold Gottfrid,male,25.0,1,0,26.0,Southampton,Mr
730,0,Third class,Ilmakangas Pieta Sofia,female,25.0,1,0,7.92,Southampton,Miss
731,1,First class,Allen Elisabeth Walton,female,29.0,0,0,211.34,Southampton,Miss
732,0,Third class,Hassan Houssein G N,male,11.0,0,0,18.79,Cherbourg,Mr
733,0,Second class,Knight Robert J,male,29.5,0,0,0.0,Southampton,Mr
734,0,Second class,Berriman William John,male,23.0,0,0,13.0,Southampton,Mr
735,0,Second class,Troupiansky Moses Aaron,male,23.0,0,0,13.0,Southampton,Mr
736,0,Third class,Williams Leslie,male,28.5,0,0,16.1,Southampton,Mr
737,0,Third class,Ford Edward (Margaret Ann Watson),female,48.0,1,3,34.38,Southampton,Mrs
738,1,First class,Lesurer Gustave J,male,35.0,0,0,512.33,Cherbourg,Mr
739,0,Third class,Ivanoff Kanio,male,29.5,0,0,7.9,Southampton,Mr
740,0,Third class,Nankoff Minko,male,29.5,0,0,7.9,Southampton,Mr
741,1,First class,Hawksford Walter James,male,29.5,0,0,30.0,Southampton,Mr
742,0,First class,Cavendish Tyrell William,male,36.0,1,0,78.85,Southampton,Mr
743,1,First class,"Ryerson Susan Parker ""Suzette""",female,21.0,2,2,262.38,Cherbourg,Miss
744,0,Third class,McNamee Neal,male,24.0,1,0,16.1,Southampton,Mr
745,1,Third class,Stranden Juho,male,31.0,0,0,7.92,Southampton,Mr
746,0,First class,Crosby Edward Gifford,male,70.0,1,1,71.0,Southampton,Capt
747,0,Third class,Abbott Rossmore Edward,male,16.0,1,1,20.25,Southampton,Mr
748,1,Second class,Sinkkonen Anna,female,30.0,0,0,13.0,Southampton,Miss
749,0,First class,Marvin Daniel Warner,male,19.0,1,0,53.1,Southampton,Mr
750,0,Third class,Connaghton Michael,male,31.0,0,0,7.75,Queenstown,Mr
751,1,Second class,Wells Joan,female,4.0,1,1,23.0,Southampton,Miss
752,1,Third class,Moor Meier,male,6.0,0,1,12.48,Southampton,Master
753,0,Third class,Vande Velde Johannes Joseph,male,33.0,0,0,9.5,Southampton,Mr
754,0,Third class,Jonkoff Lalio,male,23.0,0,0,7.9,Southampton,Mr
755,1,Second class,Herman Samuel (Jane Laver),female,48.0,1,2,65.0,Southampton,Mrs
756,1,Second class,Hamalainen Viljo,male,0.67,1,1,14.5,Southampton,Master
757,0,Third class,Carlsson August Sigfrid,male,28.0,0,0,7.8,Southampton,Mr
758,0,Second class,Bailey Percy Andrew,male,18.0,0,0,11.5,Southampton,Mr
759,0,Third class,Theobald Thomas Leonard,male,34.0,0,0,8.05,Southampton,Mr
760,1,First class,Rothes of (Lucy Noel Martha Dyer-Edwards),female,33.0,0,0,86.5,Southampton,the Countess
761,0,Third class,Garfirth John,male,29.5,0,0,14.5,Southampton,Mr
762,0,Third class,Nirva Iisakki Antino Aijo,male,41.0,0,0,7.12,Southampton,Mr
763,1,Third class,Barah Hanna Assi,male,20.0,0,0,7.23,Cherbourg,Mr
764,1,First class,Carter William Ernest (Lucile Polk),female,36.0,1,2,120.0,Southampton,Mrs
765,0,Third class,Eklund Hans Linus,male,16.0,0,0,7.78,Southampton,Mr
766,1,First class,Hogeboom John C (Anna Andrews),female,51.0,1,0,77.96,Southampton,Mrs
767,0,First class,Brewe Arthur Jackson,male,29.5,0,0,39.6,Cherbourg,Dr
768,0,Third class,Mangan Mary,female,30.5,0,0,7.75,Queenstown,Miss
769,0,Third class,Moran Daniel J,male,29.5,1,0,24.15,Queenstown,Mr
770,0,Third class,Gronnestad Daniel Danielsen,male,32.0,0,0,8.36,Southampton,Mr
771,0,Third class,Lievens Rene Aime,male,24.0,0,0,9.5,Southampton,Mr
772,0,Third class,Jensen Niels Peder,male,48.0,0,0,7.85,Southampton,Mr
773,0,Second class,Mack (Mary),female,57.0,0,0,10.5,Southampton,Mrs
774,0,Third class,Elias Dibo,male,29.5,0,0,7.22,Cherbourg,Mr
775,1,Second class,Hocking Elizabeth (Eliza Needs),female,54.0,1,3,23.0,Southampton,Mrs
776,0,Third class,Myhrman Pehr Fabian Oliver Malkolm,male,18.0,0,0,7.75,Southampton,Mr
777,0,Third class,Tobin Roger,male,29.5,0,0,7.75,Queenstown,Mr
778,1,Third class,Emanuel Virginia Ethel,female,5.0,0,0,12.48,Southampton,Miss
779,0,Third class,Kilgannon Thomas J,male,29.5,0,0,7.74,Queenstown,Mr
780,1,First class,Robert Edward Scott (Elisabeth Walton McMillan),female,43.0,0,1,211.34,Southampton,Mrs
781,1,Third class,Ayoub Banoura,female,13.0,0,0,7.23,Cherbourg,Miss
782,1,First class,Dick Albert Adrian (Vera Gillespie),female,17.0,1,0,57.0,Southampton,Mrs
783,0,First class,Long Milton Clyde,male,29.0,0,0,30.0,Southampton,Mr
784,0,Third class,Johnston Andrew G,male,29.5,1,2,23.45,Southampton,Mr
785,0,Third class,Ali William,male,25.0,0,0,7.05,Southampton,Mr
786,0,Third class,Harmer Abraham (David Lishin),male,25.0,0,0,7.25,Southampton,Mr
787,1,Third class,Sjoblom Anna Sofia,female,18.0,0,0,7.5,Southampton,Miss
788,0,Third class,Rice George Hugh,male,8.0,4,1,29.12,Queenstown,Master
789,1,Third class,Dean Bertram Vere,male,1.0,1,2,20.58,Southampton,Master
790,0,First class,Guggenheim Benjamin,male,46.0,0,0,79.2,Cherbourg,Mr
791,0,Third class,"Keane Andrew ""Andy""",male,29.5,0,0,7.75,Queenstown,Mr
792,0,Second class,Gaskell Alfred,male,16.0,0,0,26.0,Southampton,Mr
793,0,Third class,Sage Stella Anna,female,29.5,8,2,69.55,Southampton,Miss
794,0,First class,Hoyt William Fisher,male,29.5,0,0,30.7,Cherbourg,Mr
795,0,Third class,Dantcheff Ristiu,male,25.0,0,0,7.9,Southampton,Mr
796,0,Second class,Otter Richard,male,39.0,0,0,13.0,Southampton,Mr
797,1,First class,Leader Alice (Farnham),female,49.0,0,0,25.93,Southampton,Dr
798,1,Third class,Osman Mara,female,31.0,0,0,8.68,Southampton,Mrs
799,0,Third class,Ibrahim Shawah Yousseff,male,30.0,0,0,7.23,Cherbourg,Mr
800,0,Third class,Van Impe Jean Baptiste (Rosalie Paula Govaert),female,30.0,1,1,24.15,Southampton,Mrs
801,0,Second class,Ponesell Martin,male,34.0,0,0,13.0,Southampton,Mr
802,1,Second class,Collyer Harvey (Charlotte Annie Tate),female,31.0,1,1,26.25,Southampton,Mrs
803,1,First class,Carter William Thornton II,male,11.0,1,2,120.0,Southampton,Master
804,1,Third class,Thomas Assad Alexander,male,0.42,0,1,8.52,Cherbourg,Master
805,1,Third class,Hedman Oskar Arvid,male,27.0,0,0,6.98,Southampton,Mr
806,0,Third class,Johansson Karl Johan,male,31.0,0,0,7.78,Southampton,Mr
807,0,First class,Andrews Thomas Jr,male,39.0,0,0,0.0,Southampton,Mr
808,0,Third class,Pettersson Ellen Natalia,female,18.0,0,0,7.78,Southampton,Miss
809,0,Second class,Meyer August,male,39.0,0,0,13.0,Southampton,Mr
810,1,First class,Chambers Norman Campbell (Bertha Griggs),female,33.0,1,0,53.1,Southampton,Mrs
811,0,Third class,Alexander William,male,26.0,0,0,7.89,Southampton,Mr
812,0,Third class,Lester James,male,39.0,0,0,24.15,Southampton,Mr
813,0,Second class,Slemen Richard James,male,35.0,0,0,10.5,Southampton,Mr
814,0,Third class,Andersson Ebba Iris Alfrida,female,6.0,4,2,31.28,Southampton,Miss
815,0,Third class,Tomlin Ernest Portage,male,30.5,0,0,8.05,Southampton,Mr
816,0,First class,Fry Richard,male,29.5,0,0,0.0,Southampton,Mr
817,0,Third class,Heininen Wendla Maria,female,23.0,0,0,7.92,Southampton,Miss
818,0,Second class,Mallet Albert,male,31.0,1,1,37.0,Cherbourg,Mr
819,0,Third class,Holm John Fredrik Alexander,male,43.0,0,0,6.45,Southampton,Mr
820,0,Third class,Skoog Karl Thorsten,male,10.0,3,2,27.9,Southampton,Master
821,1,First class,Hays Charles Melville (Clara Jennings Gregg),female,52.0,1,1,93.5,Southampton,Mrs
822,1,Third class,Lulic Nikola,male,27.0,0,0,8.66,Southampton,Mr
823,0,First class,Reuchlin John George,male,38.0,0,0,0.0,Southampton,Jonkheer
824,1,Third class,Moor (Beila),female,27.0,0,1,12.48,Southampton,Mrs
825,0,Third class,Panula Urho Abraham,male,2.0,4,1,39.69,Southampton,Master
826,0,Third class,Flynn John,male,29.5,0,0,6.95,Queenstown,Mr
827,0,Third class,Lam Len,male,29.5,0,0,56.5,Southampton,Mr
828,1,Second class,Mallet Andre,male,1.0,0,2,37.0,Cherbourg,Master
829,1,Third class,McCormack Thomas Joseph,male,29.5,0,0,7.75,Queenstown,Mr
830,1,First class,Stone George Nelson (Martha Evelyn),female,62.0,0,0,80.0,Queenstown,Mrs
831,1,Third class,Yasbeck Antoni (Selini Alexander),female,15.0,1,0,14.45,Cherbourg,Mrs
832,1,Second class,Richards George Sibley,male,0.83,1,1,18.75,Southampton,Master
833,0,Third class,Saad Amin,male,29.5,0,0,7.23,Cherbourg,Mr
834,0,Third class,Augustsson Albert,male,23.0,0,0,7.85,Southampton,Mr
835,0,Third class,Allum Owen George,male,18.0,0,0,8.3,Southampton,Mr
836,1,First class,Compton Sara Rebecca,female,39.0,1,1,83.16,Cherbourg,Miss
837,0,Third class,Pasic Jakob,male,21.0,0,0,8.66,Southampton,Mr
838,0,Third class,Sirota Maurice,male,29.5,0,0,8.05,Southampton,Mr
839,1,Third class,Chip Chang,male,32.0,0,0,56.5,Southampton,Mr
840,1,First class,Marechal Pierre,male,29.5,0,0,29.7,Cherbourg,Mr
841,0,Third class,Alhomaki Ilmari Rudolf,male,20.0,0,0,7.92,Southampton,Mr
842,0,Second class,Mudd Thomas Charles,male,16.0,0,0,10.5,Southampton,Mr
843,1,First class,Serepeca Augusta,female,30.0,0,0,31.0,Cherbourg,Miss
844,0,Third class,Lemberopolous Peter L,male,34.5,0,0,6.44,Cherbourg,Mr
845,0,Third class,Culumovic Jeso,male,17.0,0,0,8.66,Southampton,Mr
846,0,Third class,Abbing Anthony,male,42.0,0,0,7.55,Southampton,Mr
847,0,Third class,Sage Douglas Bullen,male,29.5,8,2,69.55,Southampton,Mr
848,0,Third class,Markoff Marin,male,35.0,0,0,7.9,Cherbourg,Mr
849,0,Second class,Harper John,male,28.0,0,1,33.0,Southampton,Rev
850,1,First class,Goldenberg Samuel L (Edwiga Grabowska),female,29.5,1,0,89.1,Cherbourg,Mrs
851,0,Third class,Andersson Sigvard Harald Elias,male,4.0,4,2,31.28,Southampton,Master
852,0,Third class,Svensson Johan,male,74.0,0,0,7.78,Southampton,Mr
853,0,Third class,Boulos Nourelain,female,9.0,1,1,15.25,Cherbourg,Miss
854,1,First class,Lines Mary Conover,female,16.0,0,1,39.4,Southampton,Miss
855,0,Second class,Carter Ernest Courtenay (Lilian Hughes),female,44.0,1,0,26.0,Southampton,Mrs
856,1,Third class,Aks Sam (Leah Rosen),female,18.0,0,1,9.35,Southampton,Mrs
857,1,First class,Wick George Dennick (Mary Hitchcock),female,45.0,1,1,164.87,Southampton,Mrs
858,1,First class,Daly Peter Denis,male,51.0,0,0,26.55,Southampton,Mr
859,1,Third class,Baclini Solomon (Latifa Qurban),female,24.0,0,3,19.26,Cherbourg,Mrs
860,0,Third class,Razi Raihed,male,29.5,0,0,7.23,Cherbourg,Mr
861,0,Third class,Hansen Claus Peter,male,41.0,2,0,14.11,Southampton,Mr
862,0,Second class,Giles Frederick Edward,male,21.0,1,0,11.5,Southampton,Mr
863,1,First class,Swift Frederick Joel (Margaret Welles Barron),female,48.0,0,0,25.93,Southampton,Mrs
864,0,Third class,"Sage Dorothy Edith ""Dolly""",female,29.5,8,2,69.55,Southampton,Miss
865,0,Second class,Gill John William,male,24.0,0,0,13.0,Southampton,Mr
866,1,Second class,Bystrom (Karolina),female,42.0,0,0,13.0,Southampton,Mrs
867,1,Second class,Duran y More Asuncion,female,27.0,1,0,13.86,Cherbourg,Miss
868,0,First class,Roebling Washington Augustus II,male,31.0,0,0,50.5,Southampton,Mr
869,0,Third class,van Melkebeke Philemon,male,29.5,0,0,9.5,Southampton,Mr
870,1,Third class,Johnson Harold Theodor,male,4.0,1,1,11.13,Southampton,Master
871,0,Third class,Balkic Cerin,male,26.0,0,0,7.9,Southampton,Mr
872,1,First class,Beckwith Richard Leonard (Sallie Monypeny),female,47.0,1,1,52.55,Southampton,Mrs
873,0,First class,Carlsson Frans Olof,male,33.0,0,0,5.0,Southampton,Mr
874,0,Third class,Vander Cruyssen Victor,male,47.0,0,0,9.0,Southampton,Mr
875,1,Second class,Abelson Samuel (Hannah Wizosky),female,28.0,1,0,24.0,Cherbourg,Mrs
876,1,Third class,"Najib Adele Kiamie ""Jane""",female,15.0,0,0,7.22,Cherbourg,Miss
877,0,Third class,Gustafsson Alfred Ossian,male,20.0,0,0,9.85,Southampton,Mr
878,0,Third class,Petroff Nedelio,male,19.0,0,0,7.9,Southampton,Mr
879,0,Third class,Laleff Kristo,male,29.5,0,0,7.9,Southampton,Mr
880,1,First class,Potter Thomas Jr (Lily Alexenia Wilson),female,56.0,0,1,83.16,Cherbourg,Mrs
881,1,Second class,Shelley William (Imanita Parrish Hall),female,25.0,0,1,26.0,Southampton,Mrs
882,0,Third class,Markun Johann,male,33.0,0,0,7.9,Southampton,Mr
883,0,Third class,Dahlberg Gerda Ulrika,female,22.0,0,0,10.52,Southampton,Miss
884,0,Second class,Banfield Frederick James,male,28.0,0,0,10.5,Southampton,Mr
885,0,Third class,Sutehall Henry Jr,male,25.0,0,0,7.05,Southampton,Mr
886,0,Third class,Rice William (Margaret Norton),female,39.0,0,5,29.12,Queenstown,Mrs
887,0,Second class,Montvila Juozas,male,27.0,0,0,13.0,Southampton,Rev
888,1,First class,Graham Margaret Edith,female,19.0,0,0,30.0,Southampton,Miss
889,0,Third class,"Johnston Catherine Helen ""Carrie""",female,29.5,1,2,23.45,Southampton,Miss
890,1,First class,Behr Karl Howell,male,26.0,0,0,30.0,Cherbourg,Mr
891,0,Third class,Dooley Patrick,male,32.0,0,0,7.75,Queenstown,Mr
